Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 2498,202208,Sim,Sim,2022-08
Empresa 24984,202205,Sim,Sim,2022-05
Empresa 2499,202210,Sim,Sim,2022-10
Empresa 24991,202012,Sim,Sim,2020-12
Empresa 24992,202308,Não,Sim,2023-08
Empresa 25,202301,Sim,Sim,2023-01
Empresa 250,202310,Sim,Sim,2023-10
Empresa 2500,202105,Sim,Sim,2021-05
Empresa 2501,202108,Sim,Sim,2021-08
Empresa 2502,202211,Sim,Sim,2022-11
Empresa 25022,202206,Sim,Sim,2022-06
Empresa 2503,202301,Sim,Sim,2023-01
Empresa 2504,202211,Sim,Sim,2022-11
Empresa 25041,202201,Não,Sim,2022-01
Empresa 25044,202004,Não,Sim,2020-04
Empresa 2505,202207,Sim,Sim,2022-07
Empresa 25053,202211,Sim,Sim,2022-11
Empresa 2506,202209,Sim,Sim,2022-09
Empresa 25062,202008,Sim,Sim,2020-08
Empresa 25063,202308,Não,Sim,2023-08
Empresa 2507,202210,Sim,Sim,2022-10
Empresa 2508,202211,Sim,Sim,2022-11
Empresa 25088,202306,Não,Sim,2023-06
Empresa 2509,202210,Sim,Sim,2022-10
Empresa 251,202310,Sim,Sim,2023-10
Empresa 2510,202212,Sim,Sim,2022-12
Empresa 25102,202101,Não,Sim,2021-01
Empresa 2511,202106,Sim,Sim,2021-06
Empresa 2512,202106,Sim,Sim,2021-06
Empresa 2513,202108,Sim,Sim,2021-08
Empresa 2514,202204,Sim,Sim,2022-04
Empresa 25144,202308,Não,Sim,2023-08
Empresa 2515,202204,Sim,Sim,2022-04
Empresa 25157,202307,Não,Sim,2023-07
Empresa 2516,202204,Sim,Sim,2022-04
Empresa 25169,202008,Sim,Sim,2020-08
Empresa 2517,202201,Sim,Sim,2022-01
Empresa 2518,202112,Sim,Sim,2021-12
Empresa 2519,202203,Sim,Sim,2022-03
Empresa 252,202310,Sim,Sim,2023-10
Empresa 2520,202112,Sim,Sim,2021-12
Empresa 2521,202112,Sim,Sim,2021-12
Empresa 2522,202202,Sim,Sim,2022-02
Empresa 2523,202106,Sim,Sim,2021-06
Empresa 25236,202207,Sim,Sim,2022-07
Empresa 2524,202301,Sim,Sim,2023-01
Empresa 25246,202204,Não,Sim,2022-04
Empresa 2525,202106,Sim,Sim,2021-06
Empresa 25251,202304,Não,Sim,2023-04
Empresa 25259,202308,Não,Sim,2023-08
Empresa 2526,202108,Sim,Sim,2021-08
Empresa 25265,202012,Não,Não,2020-12
Empresa 25267,202008,Não,Não,2020-08
Empresa 25268,202302,Não,Sim,2023-02
Empresa 2527,202106,Sim,Sim,2021-06
Empresa 2528,202108,Sim,Sim,2021-08
Empresa 25282,202308,Não,Sim,2023-08
Empresa 25286,202308,Não,Não,2023-08
Empresa 2529,202106,Sim,Sim,2021-06
Empresa 25292,202307,Não,Sim,2023-07
Empresa 25294,202012,Não,Sim,2020-12
Empresa 253,202310,Sim,Sim,2023-10
Empresa 2530,202302,Sim,Sim,2023-02
Empresa 2531,202302,Sim,Sim,2023-02
Empresa 25310,202208,Não,Sim,2022-08
Empresa 25311,202011,Não,Sim,2020-11
Empresa 2532,202106,Sim,Sim,2021-06
Empresa 25322,202103,Não,Sim,2021-03
Empresa 25329,202306,Não,Não,2023-06
Empresa 2533,202108,Sim,Sim,2021-08
Empresa 2534,202305,Não,Não,2023-05
Empresa 2535,202109,Sim,Sim,2021-09
Empresa 25352,202203,Não,Sim,2022-03
Empresa 2536,202212,Sim,Sim,2022-12
Empresa 25363,202009,Sim,Sim,2020-09
Empresa 2537,202108,Sim,Sim,2021-08
Empresa 2538,202108,Sim,Sim,2021-08
Empresa 25381,202007,Não,Sim,2020-07
Empresa 2539,202204,Sim,Sim,2022-04
Empresa 25397,202008,Não,Não,2020-08
Empresa 254,202310,Sim,Sim,2023-10
Empresa 2540,202210,Sim,Sim,2022-10
Empresa 2541,202108,Sim,Sim,2021-08
Empresa 2542,202111,Sim,Sim,2021-11
Empresa 25426,202212,Não,Sim,2022-12
Empresa 25428,202308,Não,Sim,2023-08
Empresa 2543,202106,Sim,Sim,2021-06
Empresa 25434,202212,Não,Sim,2022-12
Empresa 2544,202301,Sim,Sim,2023-01
Empresa 2545,202106,Sim,Sim,2021-06
Empresa 25453,202211,Não,Não,2022-11
Empresa 25454,202205,Não,Sim,2022-05
Empresa 2546,202204,Sim,Sim,2022-04
Empresa 2547,202105,Sim,Sim,2021-05
Empresa 25471,202307,Não,Sim,2023-07
Empresa 25476,202203,Não,Sim,2022-03
Empresa 2548,202107,Sim,Sim,2021-07
Empresa 25480,202307,Não,Sim,2023-07
Empresa 2549,202107,Sim,Sim,2021-07
Empresa 255,202311,Sim,Sim,2023-11
Empresa 2550,202202,Sim,Sim,2022-02
Empresa 25500,202206,Sim,Sim,2022-06
Empresa 25504,202308,Não,Não,2023-08
Empresa 25508,202110,Sim,Sim,2021-10
Empresa 2551,202107,Sim,Sim,2021-07
Empresa 2552,202204,Sim,Sim,2022-04
Empresa 2553,202301,Sim,Sim,2023-01
Empresa 25530,202101,Sim,Sim,2021-01
Empresa 25539,202307,Não,Sim,2023-07
Empresa 2554,202111,Sim,Sim,2021-11
Empresa 25546,202101,Não,Sim,2021-01
Empresa 2555,202209,Sim,Sim,2022-09
Empresa 25550,202004,Não,Sim,2020-04
Empresa 2556,202307,Não,Não,2023-07
Empresa 25564,202007,Não,Sim,2020-07
Empresa 2557,202105,Sim,Sim,2021-05
Empresa 25576,202105,Não,Sim,2021-05
Empresa 25577,202108,Sim,Sim,2021-08
Empresa 2558,202202,Sim,Sim,2022-02
Empresa 25589,202212,Sim,Sim,2022-12
Empresa 2559,202012,Não,Sim,2020-12
Empresa 2560,202203,Sim,Sim,2022-03
Empresa 2561,202109,Sim,Sim,2021-09
Empresa 25611,202205,Não,Sim,2022-05
Empresa 2562,202107,Sim,Sim,2021-07
Empresa 2563,202203,Não,Não,2022-03
Empresa 2564,202109,Sim,Sim,2021-09
Empresa 25640,202012,Não,Sim,2020-12
Empresa 2565,202210,Sim,Sim,2022-10
Empresa 25656,202106,Sim,Sim,2021-06
Empresa 25658,202211,Não,Sim,2022-11
Empresa 2566,202109,Sim,Sim,2021-09
Empresa 2567,202107,Sim,Sim,2021-07
Empresa 25674,202308,Não,Sim,2023-08
Empresa 2568,202202,Não,Não,2022-02
Empresa 2569,202301,Sim,Sim,2023-01
Empresa 25692,202303,Não,Sim,2023-03
Empresa 257,202310,Sim,Sim,2023-10
Empresa 2570,202106,Sim,Sim,2021-06
Empresa 25707,202212,Não,Sim,2022-12
Empresa 25708,202305,Não,Sim,2023-05
Empresa 2571,202109,Sim,Sim,2021-09
Empresa 2572,202201,Sim,Sim,2022-01
Empresa 2573,202107,Sim,Sim,2021-07
Empresa 2574,202106,Sim,Sim,2021-06
Empresa 25740,202012,Não,Sim,2020-12
Empresa 25741,202102,Não,Não,2021-02
Empresa 25745,202103,Sim,Sim,2021-03
Empresa 25746,202209,Não,Sim,2022-09
Empresa 2575,202106,Sim,Sim,2021-06
Empresa 2576,202109,Sim,Sim,2021-09
Empresa 25768,202108,Sim,Sim,2021-08
Empresa 2577,202106,Sim,Sim,2021-06
Empresa 25773,202307,Não,Sim,2023-07
Empresa 25775,202303,Não,Sim,2023-03
Empresa 2578,202109,Sim,Sim,2021-09
Empresa 2579,202203,Sim,Sim,2022-03
Empresa 25791,202112,Não,Sim,2021-12
Empresa 258,202211,Sim,Sim,2022-11
Empresa 2580,202111,Sim,Sim,2021-11
Empresa 25800,202101,Sim,Sim,2021-01
Empresa 25805,202307,Não,Sim,2023-07
Empresa 25809,202308,Não,Sim,2023-08
Empresa 2581,202109,Sim,Sim,2021-09
Empresa 25810,202012,Não,Sim,2020-12
Empresa 25819,202101,Sim,Sim,2021-01
Empresa 2582,202104,Sim,Sim,2021-04
Empresa 25827,202306,Não,Sim,2023-06
Empresa 2583,202210,Sim,Sim,2022-10
Empresa 25836,202204,Não,Não,2022-04
Empresa 25838,202111,Sim,Sim,2021-11
Empresa 2584,202210,Sim,Sim,2022-10
Empresa 2585,202311,Não,Não,2023-11
Empresa 25852,202307,Não,Sim,2023-07
Empresa 2586,202211,Sim,Sim,2022-11
Empresa 25869,202207,Sim,Sim,2022-07
Empresa 2587,202107,Sim,Sim,2021-07
Empresa 25876,202309,Não,Sim,2023-09
Empresa 2588,202108,Sim,Sim,2021-08
Empresa 2589,202212,Sim,Sim,2022-12
Empresa 25895,202012,Sim,Sim,2020-12
Empresa 259,202111,Sim,Sim,2021-11
Empresa 2590,202107,Sim,Sim,2021-07
Empresa 25906,202008,Não,Sim,2020-08
Empresa 25907,202007,Sim,Sim,2020-07
Empresa 2591,202105,Sim,Sim,2021-05
Empresa 25910,202105,Não,Não,2021-05
Empresa 25918,202012,Não,Sim,2020-12
Empresa 2592,202303,Sim,Sim,2023-03
Empresa 25924,202105,Não,Sim,2021-05
Empresa 25929,202012,Sim,Sim,2020-12
Empresa 2593,202105,Sim,Sim,2021-05
Empresa 25931,202307,Não,Não,2023-07
Empresa 2594,202106,Sim,Sim,2021-06
Empresa 25941,202005,Sim,Sim,2020-05
Empresa 25948,202203,Não,Sim,2022-03
Empresa 2595,202210,Não,Não,2022-10
Empresa 25957,202211,Sim,Sim,2022-11
Empresa 2596,202106,Sim,Sim,2021-06
Empresa 2597,202208,Sim,Sim,2022-08
Empresa 25976,202308,Não,Não,2023-08
Empresa 25978,202303,Não,Não,2023-03
Empresa 2598,202207,Sim,Sim,2022-07
Empresa 2599,202105,Sim,Sim,2021-05
Empresa 26,202209,Sim,Sim,2022-09
Empresa 260,202112,Sim,Sim,2021-12
Empresa 2600,202208,Sim,Sim,2022-08
Empresa 2601,202203,Não,Não,2022-03
Empresa 26013,202101,Não,Sim,2021-01
Empresa 2602,202105,Sim,Sim,2021-05
Empresa 2603,202201,Sim,Sim,2022-01
Empresa 26035,202208,Não,Não,2022-08
Empresa 2604,202105,Sim,Sim,2021-05
Empresa 26045,202104,Não,Sim,2021-04
Empresa 2605,202008,Não,Sim,2020-08
Empresa 26052,202303,Não,Sim,2023-03
Empresa 26053,201912,Sim,Sim,2019-12
Empresa 26059,202101,Não,Sim,2021-01
Empresa 2606,202109,Sim,Sim,2021-09
Empresa 2607,202109,Sim,Sim,2021-09
Empresa 2608,202012,Sim,Sim,2020-12
Empresa 2609,202202,Sim,Sim,2022-02
Empresa 26093,202212,Sim,Sim,2022-12
Empresa 26099,202006,Não,Não,2020-06
Empresa 261,202112,Sim,Sim,2021-12
Empresa 2610,202205,Sim,Sim,2022-05
Empresa 26100,202001,Sim,Sim,2020-01
Empresa 26101,202008,Não,Sim,2020-08
Empresa 26109,202205,Não,Sim,2022-05
Empresa 2611,202308,Não,Não,2023-08
Empresa 26110,202103,Não,Sim,2021-03
Empresa 2612,202303,Sim,Sim,2023-03
Empresa 26124,202308,Não,Sim,2023-08
Empresa 2613,202202,Sim,Sim,2022-02
Empresa 26136,202102,Sim,Sim,2021-02
Empresa 2614,202301,Sim,Sim,2023-01
Empresa 26140,202007,Não,Sim,2020-07
Empresa 2615,202107,Sim,Sim,2021-07
Empresa 2616,202303,Sim,Sim,2023-03
Empresa 26162,202004,Não,Sim,2020-04
Empresa 2617,202301,Sim,Sim,2023-01
Empresa 2618,202302,Sim,Sim,2023-02
Empresa 26188,202004,Sim,Sim,2020-04
Empresa 2619,202303,Sim,Sim,2023-03
Empresa 26199,202012,Não,Sim,2020-12
Empresa 262,202111,Sim,Sim,2021-11
Empresa 2620,202303,Sim,Sim,2023-03
Empresa 26204,202308,Não,Não,2023-08
Empresa 2621,202105,Sim,Sim,2021-05
Empresa 2622,202206,Sim,Sim,2022-06
Empresa 2623,202206,Sim,Sim,2022-06
Empresa 26232,202008,Não,Sim,2020-08
Empresa 2624,202110,Sim,Sim,2021-10
Empresa 2625,202304,Sim,Sim,2023-04
Empresa 26256,202105,Não,Sim,2021-05
Empresa 2626,202304,Não,Não,2023-04
Empresa 26262,202308,Não,Não,2023-08
Empresa 2627,202109,Sim,Sim,2021-09
Empresa 26270,202105,Sim,Sim,2021-05
Empresa 2628,202304,Sim,Sim,2023-04
Empresa 2629,202106,Sim,Sim,2021-06
Empresa 26292,202308,Não,Sim,2023-08
Empresa 263,202105,Sim,Sim,2021-05
Empresa 2630,202107,Sim,Sim,2021-07
Empresa 2631,202210,Sim,Sim,2022-10
Empresa 2632,202208,Sim,Sim,2022-08
Empresa 26324,202007,Não,Sim,2020-07
Empresa 2633,202109,Sim,Sim,2021-09
Empresa 26336,202007,Não,Sim,2020-07
Empresa 2634,202201,Não,Não,2022-01
Empresa 2635,202107,Sim,Sim,2021-07
Empresa 2636,202111,Sim,Sim,2021-11
Empresa 26364,202201,Não,Sim,2022-01
Empresa 2637,202109,Sim,Sim,2021-09
Empresa 26374,202105,Não,Sim,2021-05
Empresa 2638,202110,Sim,Sim,2021-10
Empresa 26387,202203,Sim,Sim,2022-03
Empresa 2639,202106,Sim,Sim,2021-06
Empresa 26392,202009,Não,Não,2020-09
Empresa 264,202109,Sim,Sim,2021-09
Empresa 2640,202201,Sim,Sim,2022-01
Empresa 26409,202112,Sim,Sim,2021-12
Empresa 2641,202101,Não,Não,2021-01
Empresa 26410,202101,Sim,Sim,2021-01
Empresa 26414,202308,Não,Sim,2023-08
Empresa 2642,202209,Sim,Sim,2022-09
Empresa 26424,202206,Não,Sim,2022-06
Empresa 2643,202209,Sim,Sim,2022-09
Empresa 26430,202307,Não,Sim,2023-07
Empresa 26431,202304,Não,Não,2023-04
Empresa 2644,202303,Sim,Sim,2023-03
Empresa 26440,202305,Não,Sim,2023-05
Empresa 26443,202301,Não,Não,2023-01
Empresa 2645,202311,Não,Não,2023-11
Empresa 2646,202303,Sim,Sim,2023-03
Empresa 26460,202105,Sim,Sim,2021-05
Empresa 26463,202207,Sim,Sim,2022-07
Empresa 2647,202110,Não,Não,2021-10
Empresa 26470,202205,Não,Sim,2022-05
Empresa 2648,202105,Sim,Sim,2021-05
Empresa 2649,202305,Sim,Sim,2023-05
Empresa 26490,202306,Não,Sim,2023-06
Empresa 26498,202212,Não,Sim,2022-12
Empresa 265,202109,Sim,Sim,2021-09
Empresa 2650,202101,Não,Não,2021-01
Empresa 2651,202204,Sim,Sim,2022-04
Empresa 2652,202305,Sim,Sim,2023-05
Empresa 26524,202206,Não,Sim,2022-06
Empresa 2653,202106,Sim,Sim,2021-06
Empresa 26539,202307,Não,Sim,2023-07
Empresa 2654,202105,Sim,Sim,2021-05
Empresa 26540,202205,Não,Sim,2022-05
Empresa 26546,202004,Não,Não,2020-04
Empresa 2655,202107,Sim,Sim,2021-07
Empresa 2656,202304,Sim,Sim,2023-04
Empresa 26560,202104,Não,Sim,2021-04
Empresa 26567,202201,Não,Não,2022-01
Empresa 2657,202107,Sim,Sim,2021-07
Empresa 26574,202111,Sim,Sim,2021-11
Empresa 2658,202108,Sim,Sim,2021-08
Empresa 26583,202101,Não,Não,2021-01
Empresa 26588,202009,Não,Não,2020-09
Empresa 26589,202301,Não,Sim,2023-01
Empresa 2659,202207,Sim,Sim,2022-07
Empresa 26596,202105,Não,Sim,2021-05
Empresa 26597,202102,Não,Sim,2021-02
Empresa 266,202203,Sim,Sim,2022-03
Empresa 2660,202207,Sim,Sim,2022-07
Empresa 26601,202112,Não,Sim,2021-12
Empresa 26606,202307,Não,Sim,2023-07
Empresa 2661,202108,Sim,Sim,2021-08
Empresa 26619,202308,Não,Sim,2023-08
Empresa 2662,202109,Sim,Sim,2021-09
Empresa 26620,202009,Sim,Sim,2020-09
Empresa 26621,202308,Não,Sim,2023-08
Empresa 26629,202308,Não,Sim,2023-08
Empresa 2663,202107,Sim,Sim,2021-07
Empresa 2664,202109,Sim,Sim,2021-09
Empresa 26641,202306,Não,Sim,2023-06
Empresa 2665,202305,Sim,Sim,2023-05
Empresa 26651,202304,Não,Não,2023-04
Empresa 2666,202309,Não,Não,2023-09
Empresa 26667,202206,Sim,Sim,2022-06
Empresa 2667,202111,Sim,Sim,2021-11
Empresa 26675,202309,Não,Sim,2023-09
Empresa 2668,202203,Sim,Sim,2022-03
Empresa 26683,202008,Sim,Sim,2020-08
Empresa 26688,202111,Sim,Sim,2021-11
Empresa 2669,202202,Sim,Sim,2022-02
Empresa 267,202011,Sim,Sim,2020-11
Empresa 2670,202305,Não,Não,2023-05
Empresa 2671,202111,Sim,Sim,2021-11
Empresa 26712,202309,Não,Sim,2023-09
Empresa 26716,202308,Não,Sim,2023-08
Empresa 2672,202201,Sim,Sim,2022-01
Empresa 26721,202201,Não,Não,2022-01
Empresa 26725,202301,Não,Sim,2023-01
Empresa 26729,202309,Não,Sim,2023-09
Empresa 2673,202304,Sim,Sim,2023-04
Empresa 26737,202209,Não,Sim,2022-09
Empresa 2674,202305,Sim,Sim,2023-05
Empresa 2675,202305,Não,Sim,2023-05
Empresa 26754,202007,Não,Sim,2020-07
Empresa 26758,202206,Não,Sim,2022-06
Empresa 26759,202309,Não,Sim,2023-09
Empresa 2676,202306,Sim,Sim,2023-06
Empresa 26769,202103,Não,Sim,2021-03
Empresa 2677,202202,Sim,Sim,2022-02
Empresa 2678,202306,Sim,Sim,2023-06
Empresa 2679,202304,Sim,Sim,2023-04
Empresa 26795,202009,Sim,Sim,2020-09
Empresa 268,202108,Sim,Sim,2021-08
Empresa 2680,202305,Sim,Sim,2023-05
Empresa 26800,202309,Não,Sim,2023-09
Empresa 26801,202210,Não,Sim,2022-10
Empresa 26805,202307,Não,Sim,2023-07
Empresa 26807,202102,Sim,Sim,2021-02
Empresa 2681,202102,Não,Não,2021-02
Empresa 2682,202306,Sim,Sim,2023-06
Empresa 26821,202008,Sim,Sim,2020-08
Empresa 26822,202012,Não,Sim,2020-12
Empresa 2683,202107,Sim,Sim,2021-07
Empresa 2684,202305,Sim,Sim,2023-05
Empresa 2685,202107,Sim,Sim,2021-07
Empresa 2686,202111,Sim,Sim,2021-11
Empresa 26861,202112,Sim,Sim,2021-12
Empresa 2687,202203,Sim,Sim,2022-03
Empresa 26872,202103,Não,Sim,2021-03
Empresa 2688,202201,Sim,Sim,2022-01
Empresa 26889,202309,Não,Sim,2023-09
Empresa 2689,202306,Sim,Sim,2023-06
Empresa 26890,202010,Sim,Sim,2020-10
Empresa 26891,202107,Não,Sim,2021-07
Empresa 269,202110,Sim,Sim,2021-10
Empresa 2690,202204,Sim,Sim,2022-04
Empresa 2691,202305,Sim,Sim,2023-05
Empresa 26911,202208,Não,Sim,2022-08
Empresa 26915,202101,Não,Sim,2021-01
Empresa 2692,202207,Sim,Sim,2022-07
Empresa 26929,202308,Não,Sim,2023-08
Empresa 2693,202306,Sim,Sim,2023-06
Empresa 26932,202203,Não,Sim,2022-03
Empresa 2694,202303,Sim,Sim,2023-03
Empresa 26940,202210,Não,Sim,2022-10
Empresa 2695,202305,Sim,Sim,2023-05
Empresa 26955,202206,Não,Sim,2022-06
Empresa 26957,202206,Não,Sim,2022-06
Empresa 2696,202305,Sim,Sim,2023-05
Empresa 26966,202205,Sim,Sim,2022-05
Empresa 2697,202304,Sim,Sim,2023-04
Empresa 26971,202004,Não,Sim,2020-04
Empresa 2698,202306,Sim,Sim,2023-06
Empresa 26982,202307,Não,Não,2023-07
Empresa 26983,202308,Não,Sim,2023-08
Empresa 2699,202307,Sim,Sim,2023-07
Empresa 26990,202204,Sim,Sim,2022-04
Empresa 26991,202009,Sim,Sim,2020-09
Empresa 26992,202308,Não,Sim,2023-08
Empresa 26995,202102,Não,Sim,2021-02
Empresa 26996,202209,Não,Sim,2022-09
Empresa 26999,202202,Não,Não,2022-02
Empresa 27,202211,Sim,Sim,2022-11
Empresa 270,202107,Sim,Sim,2021-07
Empresa 2700,202307,Sim,Sim,2023-07
Empresa 27000,202304,Não,Sim,2023-04
Empresa 2701,202205,Sim,Sim,2022-05
Empresa 27014,202008,Não,Não,2020-08
Empresa 27016,202207,Sim,Sim,2022-07
Empresa 2702,202306,Sim,Sim,2023-06
Empresa 27029,202310,Não,Não,2023-10
Empresa 2703,202306,Sim,Sim,2023-06
Empresa 27031,202210,Não,Sim,2022-10
Empresa 2704,202307,Sim,Sim,2023-07
Empresa 2705,202307,Sim,Sim,2023-07
Empresa 2706,202110,Sim,Sim,2021-10
Empresa 27064,202108,Não,Não,2021-08
Empresa 27068,202206,Não,Sim,2022-06
Empresa 2707,202202,Sim,Sim,2022-02
Empresa 27070,202210,Não,Não,2022-10
Empresa 2708,202306,Sim,Sim,2023-06
Empresa 2709,202306,Sim,Sim,2023-06
Empresa 27090,202308,Não,Sim,2023-08
Empresa 27099,202103,Não,Sim,2021-03
Empresa 271,202110,Sim,Sim,2021-10
Empresa 2710,202307,Sim,Sim,2023-07
Empresa 2711,202307,Sim,Sim,2023-07
Empresa 27111,202007,Não,Sim,2020-07
Empresa 2712,202111,Sim,Sim,2021-11
Empresa 27127,202308,Não,Não,2023-08
Empresa 2713,202307,Sim,Sim,2023-07
Empresa 27130,202308,Não,Sim,2023-08
Empresa 27132,202201,Não,Sim,2022-01
Empresa 27136,202308,Não,Sim,2023-08
Empresa 27137,202309,Não,Sim,2023-09
Empresa 2714,202307,Sim,Sim,2023-07
Empresa 27147,202011,Não,Sim,2020-11
Empresa 27149,202308,Não,Sim,2023-08
Empresa 2715,202108,Sim,Sim,2021-08
Empresa 2716,202201,Sim,Sim,2022-01
Empresa 27166,202309,Não,Não,2023-09
Empresa 2717,202206,Não,Não,2022-06
Empresa 27171,202309,Não,Sim,2023-09
Empresa 27175,202011,Não,Não,2020-11
Empresa 27178,202212,Não,Sim,2022-12
Empresa 2718,202202,Sim,Sim,2022-02
Empresa 2719,202306,Sim,Sim,2023-06
Empresa 27195,202206,Sim,Sim,2022-06
Empresa 272,202111,Sim,Sim,2021-11
Empresa 2720,202307,Sim,Sim,2023-07
Empresa 2721,202211,Sim,Sim,2022-11
Empresa 27213,202101,Não,Sim,2021-01
Empresa 27215,202009,Sim,Sim,2020-09
Empresa 2722,202105,Sim,Sim,2021-05
Empresa 27227,202002,Sim,Sim,2020-02
Empresa 2723,202306,Sim,Sim,2023-06
Empresa 27233,202111,Não,Sim,2021-11
Empresa 2724,202307,Sim,Sim,2023-07
Empresa 27246,202104,Não,Não,2021-04
Empresa 2725,202307,Sim,Sim,2023-07
Empresa 2726,202307,Sim,Sim,2023-07
Empresa 27262,202212,Não,Sim,2022-12
Empresa 2727,202307,Sim,Sim,2023-07
Empresa 27273,202008,Sim,Sim,2020-08
Empresa 27275,202009,Não,Não,2020-09
Empresa 2728,202307,Sim,Sim,2023-07
Empresa 2729,202306,Sim,Sim,2023-06
Empresa 273,202108,Sim,Sim,2021-08
Empresa 2730,202109,Sim,Sim,2021-09
Empresa 2731,202308,Não,Não,2023-08
Empresa 27319,202205,Sim,Sim,2022-05
Empresa 2732,202306,Sim,Sim,2023-06
Empresa 2733,202109,Sim,Sim,2021-09
Empresa 27331,202008,Não,Não,2020-08
Empresa 2734,202306,Sim,Sim,2023-06
Empresa 27348,202012,Sim,Sim,2020-12
Empresa 2735,202307,Sim,Sim,2023-07
Empresa 2736,202105,Sim,Sim,2021-05
Empresa 2737,202306,Sim,Sim,2023-06
Empresa 27373,202209,Não,Sim,2022-09
Empresa 27375,202212,Sim,Sim,2022-12
Empresa 2738,202105,Sim,Sim,2021-05
Empresa 27383,202103,Não,Sim,2021-03
Empresa 2739,202310,Não,Não,2023-10
Empresa 274,202301,Sim,Sim,2023-01
Empresa 2740,202307,Sim,Sim,2023-07
Empresa 2741,202307,Sim,Sim,2023-07
Empresa 27414,202211,Não,Sim,2022-11
Empresa 2742,202208,Sim,Sim,2022-08
Empresa 27422,202304,Não,Sim,2023-04
Empresa 2743,202306,Sim,Sim,2023-06
Empresa 27434,202309,Não,Não,2023-09
Empresa 27437,202108,Não,Sim,2021-08
Empresa 2744,202108,Sim,Sim,2021-08
Empresa 27441,202009,Sim,Sim,2020-09
Empresa 27445,202210,Não,Sim,2022-10
Empresa 2745,202107,Sim,Sim,2021-07
Empresa 27453,202004,Sim,Sim,2020-04
Empresa 2746,202307,Sim,Sim,2023-07
Empresa 27466,202007,Não,Não,2020-07
Empresa 2747,202207,Sim,Sim,2022-07
Empresa 2748,202304,Sim,Sim,2023-04
Empresa 27480,202311,Não,Sim,2023-11
Empresa 27486,202310,Não,Sim,2023-10
Empresa 2749,202307,Sim,Sim,2023-07
Empresa 275,202109,Sim,Sim,2021-09
Empresa 2750,202304,Sim,Sim,2023-04
Empresa 27502,202310,Não,Sim,2023-10
Empresa 27503,202112,Sim,Sim,2021-12
Empresa 2751,202306,Sim,Sim,2023-06
Empresa 27515,202202,Sim,Sim,2022-02
Empresa 27518,202102,Não,Não,2021-02
Empresa 27519,202310,Não,Sim,2023-10
Empresa 2752,202305,Sim,Sim,2023-05
Empresa 27521,202008,Não,Sim,2020-08
Empresa 2753,202306,Não,Não,2023-06
Empresa 27532,202108,Não,Sim,2021-08
Empresa 27536,202309,Não,Sim,2023-09
Empresa 2754,202306,Não,Não,2023-06
Empresa 27540,202305,Não,Sim,2023-05
Empresa 2755,202307,Sim,Sim,2023-07
Empresa 27553,202309,Não,Sim,2023-09
Empresa 27554,202108,Não,Sim,2021-08
Empresa 2756,202306,Sim,Sim,2023-06
Empresa 2757,202307,Sim,Sim,2023-07
Empresa 2758,202306,Sim,Sim,2023-06
Empresa 27583,202105,Não,Sim,2021-05
Empresa 27589,202012,Sim,Sim,2020-12
Empresa 2759,202306,Sim,Sim,2023-06
Empresa 276,202111,Sim,Sim,2021-11
Empresa 2760,202105,Sim,Sim,2021-05
Empresa 27606,202310,Não,Sim,2023-10
Empresa 27609,202310,Não,Sim,2023-10
Empresa 2761,202105,Sim,Sim,2021-05
Empresa 2762,202308,Sim,Sim,2023-08
Empresa 27621,202008,Não,Não,2020-08
Empresa 27626,202104,Não,Sim,2021-04
Empresa 2763,202305,Sim,Sim,2023-05
Empresa 27630,202310,Não,Sim,2023-10
Empresa 2764,202308,Sim,Sim,2023-08
Empresa 2765,202306,Sim,Sim,2023-06
Empresa 27657,201907,Sim,Sim,2019-07
Empresa 2766,202307,Sim,Sim,2023-07
Empresa 2767,202308,Sim,Sim,2023-08
Empresa 27678,202210,Sim,Sim,2022-10
Empresa 27679,202310,Não,Sim,2023-10
Empresa 2768,202306,Sim,Sim,2023-06
Empresa 27681,202310,Não,Sim,2023-10
Empresa 27686,202310,Não,Sim,2023-10
Empresa 2769,202308,Sim,Sim,2023-08
Empresa 27695,202212,Não,Sim,2022-12
Empresa 277,202111,Sim,Sim,2021-11
Empresa 2770,202203,Sim,Sim,2022-03
Empresa 27701,202107,Sim,Sim,2021-07
Empresa 27704,202206,Não,Sim,2022-06
Empresa 2771,202203,Sim,Sim,2022-03
Empresa 27710,202205,Não,Sim,2022-05
Empresa 27718,202309,Não,Não,2023-09
Empresa 2772,202308,Sim,Sim,2023-08
Empresa 27723,202310,Não,Sim,2023-10
Empresa 2773,202305,Sim,Sim,2023-05
Empresa 27730,202103,Não,Não,2021-03
Empresa 27739,202209,Sim,Sim,2022-09
Empresa 2774,202209,Sim,Sim,2022-09
Empresa 27747,201912,Não,Sim,2019-12
Empresa 2775,202308,Sim,Sim,2023-08
Empresa 27751,202309,Não,Sim,2023-09
Empresa 2776,202202,Sim,Sim,2022-02
Empresa 2777,202308,Sim,Sim,2023-08
Empresa 27777,202110,Sim,Sim,2021-10
Empresa 2778,202308,Sim,Sim,2023-08
Empresa 2779,202109,Sim,Sim,2021-09
Empresa 27791,202101,Sim,Sim,2021-01
Empresa 27798,202310,Não,Sim,2023-10
Empresa 278,202105,Sim,Sim,2021-05
Empresa 2780,202307,Sim,Sim,2023-07
