Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 21929,202111,Sim,Sim,2021-11
Empresa 2193,202306,Sim,Sim,2023-06
Empresa 21931,202102,Não,Sim,2021-02
Empresa 21934,202211,Não,Sim,2022-11
Empresa 2194,202101,Sim,Sim,2021-01
Empresa 2195,201912,Sim,Sim,2019-12
Empresa 21950,202212,Não,Sim,2022-12
Empresa 2196,202303,Sim,Sim,2023-03
Empresa 2197,202008,Sim,Sim,2020-08
Empresa 21974,202012,Não,Sim,2020-12
Empresa 2198,202008,Sim,Sim,2020-08
Empresa 2199,202306,Não,Sim,2023-06
Empresa 21999,202302,Não,Sim,2023-02
Empresa 22,202208,Sim,Sim,2022-08
Empresa 220,202308,Sim,Sim,2023-08
Empresa 2200,202008,Sim,Sim,2020-08
Empresa 22001,202207,Não,Não,2022-07
Empresa 2201,202209,Não,Sim,2022-09
Empresa 22013,202107,Sim,Sim,2021-07
Empresa 22016,202309,Não,Sim,2023-09
Empresa 2202,202008,Sim,Sim,2020-08
Empresa 2203,202201,Sim,Sim,2022-01
Empresa 22033,202101,Não,Sim,2021-01
Empresa 2204,202007,Sim,Sim,2020-07
Empresa 22047,202103,Sim,Sim,2021-03
Empresa 2205,202203,Sim,Sim,2022-03
Empresa 22051,202309,Não,Não,2023-09
Empresa 2206,202007,Sim,Sim,2020-07
Empresa 2207,202206,Sim,Sim,2022-06
Empresa 22071,202003,Não,Não,2020-03
Empresa 22075,202012,Sim,Sim,2020-12
Empresa 2208,202206,Sim,Sim,2022-06
Empresa 2209,202212,Sim,Sim,2022-12
Empresa 22091,202011,Não,Sim,2020-11
Empresa 22095,202204,Não,Sim,2022-04
Empresa 221,202308,Sim,Sim,2023-08
Empresa 2210,202206,Sim,Sim,2022-06
Empresa 2211,202002,Sim,Sim,2020-02
Empresa 2212,202005,Sim,Sim,2020-05
Empresa 2213,202002,Sim,Sim,2020-02
Empresa 2214,202207,Sim,Sim,2022-07
Empresa 22142,202210,Não,Não,2022-10
Empresa 22143,202308,Não,Sim,2023-08
Empresa 2215,202210,Sim,Sim,2022-10
Empresa 2216,202307,Sim,Sim,2023-07
Empresa 22161,202111,Não,Sim,2021-11
Empresa 22163,202308,Não,Não,2023-08
Empresa 22167,202007,Não,Não,2020-07
Empresa 2217,202306,Sim,Sim,2023-06
Empresa 22177,202304,Não,Não,2023-04
Empresa 2218,202110,Não,Não,2021-10
Empresa 2219,202005,Sim,Sim,2020-05
Empresa 22192,202303,Não,Sim,2023-03
Empresa 222,202308,Sim,Sim,2023-08
Empresa 2220,202008,Sim,Sim,2020-08
Empresa 22200,202206,Não,Sim,2022-06
Empresa 22204,202306,Não,Sim,2023-06
Empresa 2221,202303,Sim,Sim,2023-03
Empresa 22210,201902,Sim,Sim,2019-02
Empresa 22211,202308,Não,Não,2023-08
Empresa 22212,202212,Não,Sim,2022-12
Empresa 2222,202002,Sim,Sim,2020-02
Empresa 22226,202104,Não,Sim,2021-04
Empresa 2223,202008,Sim,Sim,2020-08
Empresa 22234,202007,Não,Sim,2020-07
Empresa 2224,202307,Sim,Sim,2023-07
Empresa 2225,202001,Sim,Sim,2020-01
Empresa 22253,202304,Não,Não,2023-04
Empresa 2226,202105,Não,Não,2021-05
Empresa 2227,202002,Sim,Sim,2020-02
Empresa 22274,202105,Não,Sim,2021-05
Empresa 2228,202006,Sim,Sim,2020-06
Empresa 2229,202306,Sim,Sim,2023-06
Empresa 22293,202207,Não,Sim,2022-07
Empresa 223,202307,Sim,Sim,2023-07
Empresa 2230,202108,Sim,Sim,2021-08
Empresa 2231,202308,Sim,Sim,2023-08
Empresa 22319,202203,Não,Sim,2022-03
Empresa 2232,202007,Sim,Sim,2020-07
Empresa 2233,201912,Sim,Sim,2019-12
Empresa 22333,202306,Não,Sim,2023-06
Empresa 2234,202308,Sim,Sim,2023-08
Empresa 22348,202102,Não,Sim,2021-02
Empresa 22349,202205,Não,Sim,2022-05
Empresa 2235,202002,Sim,Sim,2020-02
Empresa 22352,202306,Não,Não,2023-06
Empresa 2236,202002,Sim,Sim,2020-02
Empresa 2237,202002,Sim,Sim,2020-02
Empresa 22375,202306,Não,Sim,2023-06
Empresa 22376,202006,Não,Sim,2020-06
Empresa 2238,202002,Sim,Sim,2020-02
Empresa 22383,202306,Não,Sim,2023-06
Empresa 22386,202107,Não,Sim,2021-07
Empresa 22387,202306,Não,Sim,2023-06
Empresa 2239,202002,Sim,Sim,2020-02
Empresa 224,202308,Sim,Sim,2023-08
Empresa 2240,202002,Sim,Sim,2020-02
Empresa 2241,202002,Sim,Sim,2020-02
Empresa 2242,202003,Sim,Sim,2020-03
Empresa 22422,202104,Sim,Sim,2021-04
Empresa 2243,202004,Sim,Sim,2020-04
Empresa 22431,202006,Não,Não,2020-06
Empresa 2244,202010,Sim,Sim,2020-10
Empresa 2245,202303,Sim,Sim,2023-03
Empresa 2246,202209,Sim,Sim,2022-09
Empresa 22466,202206,Sim,Sim,2022-06
Empresa 2247,202007,Sim,Sim,2020-07
Empresa 22478,202105,Sim,Sim,2021-05
Empresa 2248,202110,Sim,Sim,2021-10
Empresa 2249,201912,Sim,Sim,2019-12
Empresa 22492,202009,Não,Não,2020-09
Empresa 225,202308,Sim,Sim,2023-08
Empresa 2250,202002,Sim,Sim,2020-02
Empresa 2251,202210,Sim,Sim,2022-10
Empresa 2252,202203,Sim,Sim,2022-03
Empresa 22525,202103,Não,Sim,2021-03
Empresa 2253,202309,Sim,Sim,2023-09
Empresa 22530,202305,Não,Não,2023-05
Empresa 2254,202101,Sim,Sim,2021-01
Empresa 22543,202103,Não,Sim,2021-03
Empresa 2255,202007,Sim,Sim,2020-07
Empresa 2256,202012,Sim,Sim,2020-12
Empresa 22561,202102,Não,Sim,2021-02
Empresa 2257,202109,Sim,Sim,2021-09
Empresa 2258,202002,Sim,Sim,2020-02
Empresa 22583,202006,Não,Sim,2020-06
Empresa 22588,202310,Não,Sim,2023-10
Empresa 22589,202105,Não,Sim,2021-05
Empresa 2259,202106,Sim,Sim,2021-06
Empresa 22596,202308,Não,Não,2023-08
Empresa 226,202308,Sim,Sim,2023-08
Empresa 2260,202104,Não,Não,2021-04
Empresa 22609,202211,Não,Sim,2022-11
Empresa 2261,202308,Sim,Sim,2023-08
Empresa 2262,202001,Sim,Sim,2020-01
Empresa 2263,202310,Sim,Sim,2023-10
Empresa 2264,202004,Sim,Sim,2020-04
Empresa 22640,202008,Não,Sim,2020-08
Empresa 2265,202310,Sim,Sim,2023-10
Empresa 2266,202310,Sim,Sim,2023-10
Empresa 2267,202002,Sim,Sim,2020-02
Empresa 2268,202305,Não,Não,2023-05
Empresa 22684,202103,Não,Sim,2021-03
Empresa 22685,202011,Não,Sim,2020-11
Empresa 2269,202006,Sim,Sim,2020-06
Empresa 227,202308,Sim,Sim,2023-08
Empresa 2270,202301,Sim,Sim,2023-01
Empresa 2271,202010,Sim,Sim,2020-10
Empresa 22716,202011,Sim,Sim,2020-11
Empresa 2272,202304,Não,Não,2023-04
Empresa 22729,202205,Não,Não,2022-05
Empresa 2273,202307,Sim,Sim,2023-07
Empresa 2274,202107,Sim,Sim,2021-07
Empresa 22746,202211,Não,Sim,2022-11
Empresa 22749,202103,Não,Sim,2021-03
Empresa 2275,202107,Sim,Sim,2021-07
Empresa 2276,202108,Sim,Sim,2021-08
Empresa 22763,202307,Não,Sim,2023-07
Empresa 2277,202105,Sim,Sim,2021-05
Empresa 2278,202105,Sim,Sim,2021-05
Empresa 22786,202310,Não,Sim,2023-10
Empresa 2279,202105,Sim,Sim,2021-05
Empresa 22790,202012,Não,Sim,2020-12
Empresa 228,202307,Sim,Sim,2023-07
Empresa 2280,202308,Não,Sim,2023-08
Empresa 22808,202102,Não,Não,2021-02
Empresa 2281,202106,Sim,Sim,2021-06
Empresa 2282,202206,Sim,Sim,2022-06
Empresa 2283,202105,Sim,Sim,2021-05
Empresa 2284,202202,Sim,Sim,2022-02
Empresa 2285,202111,Sim,Sim,2021-11
Empresa 22858,202011,Sim,Sim,2020-11
Empresa 22859,202307,Não,Sim,2023-07
Empresa 2286,202105,Sim,Sim,2021-05
Empresa 22866,202011,Sim,Sim,2020-11
Empresa 2287,202106,Sim,Sim,2021-06
Empresa 22879,202308,Não,Sim,2023-08
Empresa 2288,202107,Sim,Sim,2021-07
Empresa 22887,202308,Não,Sim,2023-08
Empresa 2289,202105,Sim,Sim,2021-05
Empresa 229,202308,Sim,Sim,2023-08
Empresa 2290,202201,Sim,Sim,2022-01
Empresa 22903,202108,Não,Sim,2021-08
Empresa 2291,202108,Sim,Sim,2021-08
Empresa 2292,202106,Sim,Sim,2021-06
Empresa 22928,202209,Não,Sim,2022-09
Empresa 2293,202109,Sim,Sim,2021-09
Empresa 2294,202204,Sim,Sim,2022-04
Empresa 22942,202303,Não,Sim,2023-03
Empresa 22948,202306,Não,Sim,2023-06
Empresa 2295,202107,Sim,Sim,2021-07
Empresa 22958,202302,Não,Sim,2023-02
Empresa 2296,202107,Sim,Sim,2021-07
Empresa 2297,202202,Sim,Sim,2022-02
Empresa 22972,202012,Não,Sim,2020-12
Empresa 2298,202105,Sim,Sim,2021-05
Empresa 22980,202012,Sim,Sim,2020-12
Empresa 22985,202307,Não,Sim,2023-07
Empresa 2299,202301,Sim,Sim,2023-01
Empresa 22998,202102,Não,Sim,2021-02
Empresa 23,202212,Sim,Sim,2022-12
Empresa 230,202307,Sim,Sim,2023-07
Empresa 2300,202106,Sim,Sim,2021-06
Empresa 23007,202107,Sim,Sim,2021-07
Empresa 2301,202107,Sim,Sim,2021-07
Empresa 2302,202206,Sim,Sim,2022-06
Empresa 2303,202107,Sim,Sim,2021-07
Empresa 2304,202112,Sim,Sim,2021-12
Empresa 23049,202212,Não,Sim,2022-12
Empresa 2305,202107,Sim,Sim,2021-07
Empresa 2306,202109,Sim,Sim,2021-09
Empresa 23062,202305,Não,Sim,2023-05
Empresa 2307,202108,Sim,Sim,2021-08
Empresa 23078,202108,Sim,Sim,2021-08
Empresa 2308,202105,Sim,Sim,2021-05
Empresa 23082,202304,Não,Sim,2023-04
Empresa 23085,202102,Sim,Sim,2021-02
Empresa 23087,202103,Não,Sim,2021-03
Empresa 2309,202203,Sim,Sim,2022-03
Empresa 23090,202009,Sim,Sim,2020-09
Empresa 231,202309,Sim,Sim,2023-09
Empresa 2310,202106,Sim,Sim,2021-06
Empresa 23101,202307,Não,Sim,2023-07
Empresa 2311,202211,Sim,Sim,2022-11
Empresa 2312,202011,Não,Sim,2020-11
Empresa 23121,202309,Não,Sim,2023-09
Empresa 23127,202309,Não,Sim,2023-09
Empresa 23129,202108,Sim,Sim,2021-08
Empresa 2313,202103,Não,Não,2021-03
Empresa 2314,202105,Sim,Sim,2021-05
Empresa 23144,202012,Não,Sim,2020-12
Empresa 2315,202106,Sim,Sim,2021-06
Empresa 23154,202307,Não,Sim,2023-07
Empresa 23159,202101,Sim,Sim,2021-01
Empresa 2316,202107,Sim,Sim,2021-07
Empresa 23163,202008,Não,Sim,2020-08
Empresa 23165,202209,Não,Sim,2022-09
Empresa 23168,202103,Não,Sim,2021-03
Empresa 2317,202107,Sim,Sim,2021-07
Empresa 23171,202106,Sim,Sim,2021-06
Empresa 2318,202203,Sim,Sim,2022-03
Empresa 23189,202307,Não,Sim,2023-07
Empresa 2319,202105,Sim,Sim,2021-05
Empresa 23194,202008,Não,Sim,2020-08
Empresa 232,202307,Sim,Sim,2023-07
Empresa 2320,202106,Sim,Sim,2021-06
Empresa 23200,202103,Não,Sim,2021-03
Empresa 2321,202107,Sim,Sim,2021-07
Empresa 23210,202006,Não,Não,2020-06
Empresa 23219,202210,Não,Sim,2022-10
Empresa 2322,202111,Sim,Sim,2021-11
Empresa 23228,202103,Não,Não,2021-03
Empresa 2323,202107,Não,Não,2021-07
Empresa 2324,202109,Sim,Sim,2021-09
Empresa 2325,202111,Sim,Sim,2021-11
Empresa 23251,202103,Não,Sim,2021-03
Empresa 2326,202210,Sim,Sim,2022-10
Empresa 23265,202209,Não,Sim,2022-09
Empresa 2327,202201,Não,Não,2022-01
Empresa 23278,202302,Não,Sim,2023-02
Empresa 2328,202108,Sim,Sim,2021-08
Empresa 2329,202208,Sim,Sim,2022-08
Empresa 23295,202011,Não,Não,2020-11
Empresa 233,202307,Sim,Sim,2023-07
Empresa 2330,202105,Sim,Sim,2021-05
Empresa 2331,202107,Sim,Sim,2021-07
Empresa 2332,202109,Sim,Sim,2021-09
Empresa 23327,202208,Não,Sim,2022-08
Empresa 2333,202110,Sim,Sim,2021-10
Empresa 2334,202108,Sim,Sim,2021-08
Empresa 2335,202108,Sim,Sim,2021-08
Empresa 23350,202012,Não,Sim,2020-12
Empresa 23353,202301,Não,Sim,2023-01
Empresa 23356,202204,Não,Sim,2022-04
Empresa 2336,202108,Sim,Sim,2021-08
Empresa 23365,202112,Sim,Sim,2021-12
Empresa 2337,202201,Sim,Sim,2022-01
Empresa 23379,202101,Não,Sim,2021-01
Empresa 2338,202105,Sim,Sim,2021-05
Empresa 2339,202108,Sim,Sim,2021-08
Empresa 23395,202010,Não,Sim,2020-10
Empresa 234,202308,Sim,Sim,2023-08
Empresa 2340,202105,Sim,Sim,2021-05
Empresa 2341,202203,Sim,Sim,2022-03
Empresa 23411,202306,Não,Sim,2023-06
Empresa 23417,202205,Sim,Sim,2022-05
Empresa 2342,202107,Sim,Sim,2021-07
Empresa 23429,202307,Não,Sim,2023-07
Empresa 2343,202105,Sim,Sim,2021-05
Empresa 23435,201908,Não,Sim,2019-08
Empresa 2344,202107,Sim,Sim,2021-07
Empresa 23442,202307,Não,Sim,2023-07
Empresa 2345,202107,Sim,Sim,2021-07
Empresa 23451,202308,Não,Sim,2023-08
Empresa 2346,202206,Sim,Sim,2022-06
Empresa 2347,202106,Sim,Sim,2021-06
Empresa 2348,202207,Sim,Sim,2022-07
Empresa 23482,202105,Não,Não,2021-05
Empresa 23488,202207,Não,Sim,2022-07
Empresa 2349,202201,Não,Não,2022-01
Empresa 235,202307,Sim,Sim,2023-07
Empresa 2350,202107,Sim,Sim,2021-07
Empresa 2351,202203,Sim,Sim,2022-03
Empresa 2352,202107,Sim,Sim,2021-07
Empresa 2353,202203,Sim,Sim,2022-03
Empresa 23533,202307,Não,Sim,2023-07
Empresa 23537,202008,Não,Sim,2020-08
Empresa 2354,202112,Sim,Sim,2021-12
Empresa 23541,202006,Não,Não,2020-06
Empresa 23549,202008,Não,Sim,2020-08
Empresa 2355,202109,Sim,Sim,2021-09
Empresa 2356,202212,Sim,Sim,2022-12
Empresa 2357,202107,Sim,Sim,2021-07
Empresa 2358,202110,Sim,Sim,2021-10
Empresa 23583,202101,Não,Sim,2021-01
Empresa 23586,202309,Não,Sim,2023-09
Empresa 23587,202307,Não,Sim,2023-07
Empresa 2359,202110,Sim,Sim,2021-10
Empresa 236,202307,Sim,Sim,2023-07
Empresa 2360,202108,Sim,Sim,2021-08
Empresa 23606,202308,Não,Sim,2023-08
Empresa 2361,202205,Sim,Sim,2022-05
Empresa 2362,202106,Sim,Sim,2021-06
Empresa 23621,202308,Não,Sim,2023-08
Empresa 2363,202110,Sim,Sim,2021-10
Empresa 23632,202012,Não,Sim,2020-12
Empresa 2364,202109,Sim,Sim,2021-09
Empresa 23642,202007,Não,Sim,2020-07
Empresa 2365,202107,Sim,Sim,2021-07
Empresa 2366,202111,Sim,Sim,2021-11
Empresa 23660,202104,Sim,Sim,2021-04
Empresa 23663,202008,Não,Sim,2020-08
Empresa 23668,202307,Não,Sim,2023-07
Empresa 2367,202108,Sim,Sim,2021-08
Empresa 2368,202109,Sim,Sim,2021-09
Empresa 2369,202209,Sim,Sim,2022-09
Empresa 237,202310,Sim,Sim,2023-10
Empresa 2370,202209,Sim,Sim,2022-09
Empresa 23705,202012,Não,Sim,2020-12
Empresa 2371,202210,Sim,Sim,2022-10
Empresa 23710,202012,Não,Não,2020-12
Empresa 23715,202102,Não,Sim,2021-02
Empresa 23717,202006,Não,Sim,2020-06
Empresa 2372,202205,Sim,Sim,2022-05
Empresa 23724,202011,Sim,Sim,2020-11
Empresa 2373,202210,Sim,Sim,2022-10
Empresa 23733,202307,Não,Sim,2023-07
Empresa 2374,202105,Sim,Sim,2021-05
Empresa 2375,202205,Sim,Sim,2022-05
Empresa 23759,202307,Não,Sim,2023-07
Empresa 2376,202108,Sim,Sim,2021-08
Empresa 23766,202310,Não,Sim,2023-10
Empresa 2377,202108,Sim,Sim,2021-08
Empresa 23774,202108,Não,Sim,2021-08
Empresa 23775,202012,Não,Sim,2020-12
Empresa 2378,202109,Sim,Sim,2021-09
Empresa 23783,202101,Não,Sim,2021-01
Empresa 23788,202212,Não,Sim,2022-12
Empresa 2379,202206,Sim,Sim,2022-06
Empresa 238,202310,Sim,Sim,2023-10
Empresa 2380,202108,Sim,Sim,2021-08
Empresa 2381,202206,Sim,Sim,2022-06
Empresa 23812,202106,Sim,Sim,2021-06
Empresa 2382,202110,Sim,Sim,2021-10
Empresa 23826,202108,Não,Sim,2021-08
Empresa 2383,202109,Sim,Sim,2021-09
Empresa 2384,202211,Sim,Sim,2022-11
Empresa 23847,202303,Não,Sim,2023-03
Empresa 2385,202107,Sim,Sim,2021-07
Empresa 23858,202309,Não,Não,2023-09
Empresa 2386,202101,Sim,Sim,2021-01
Empresa 2387,202107,Sim,Sim,2021-07
Empresa 2388,202107,Sim,Sim,2021-07
Empresa 2389,202109,Sim,Sim,2021-09
Empresa 23890,202101,Não,Sim,2021-01
Empresa 23891,202207,Sim,Sim,2022-07
Empresa 23899,202102,Não,Sim,2021-02
Empresa 239,202307,Sim,Sim,2023-07
Empresa 2390,202108,Sim,Sim,2021-08
Empresa 23909,202012,Sim,Sim,2020-12
Empresa 2391,202107,Sim,Sim,2021-07
Empresa 2392,202108,Sim,Sim,2021-08
Empresa 2393,202105,Sim,Sim,2021-05
Empresa 2394,202107,Sim,Sim,2021-07
Empresa 23946,202201,Não,Sim,2022-01
Empresa 23947,201912,Não,Não,2019-12
Empresa 2395,202107,Sim,Sim,2021-07
Empresa 2396,202205,Sim,Sim,2022-05
Empresa 23967,202107,Não,Sim,2021-07
Empresa 2397,202207,Sim,Sim,2022-07
Empresa 23979,202307,Não,Sim,2023-07
Empresa 2398,202107,Sim,Sim,2021-07
Empresa 2399,202109,Sim,Sim,2021-09
Empresa 24,202212,Sim,Sim,2022-12
Empresa 240,202309,Sim,Sim,2023-09
Empresa 2400,202306,Não,Não,2023-06
Empresa 24003,202206,Sim,Sim,2022-06
Empresa 2401,202106,Sim,Sim,2021-06
Empresa 2402,202108,Sim,Sim,2021-08
Empresa 24027,202307,Não,Sim,2023-07
Empresa 2403,202108,Sim,Sim,2021-08
Empresa 24031,202310,Não,Sim,2023-10
Empresa 2404,202105,Sim,Sim,2021-05
Empresa 2405,202205,Sim,Sim,2022-05
Empresa 24052,202307,Não,Sim,2023-07
Empresa 24058,202101,Não,Sim,2021-01
Empresa 2406,202202,Sim,Sim,2022-02
Empresa 24067,202307,Não,Sim,2023-07
Empresa 2407,202110,Sim,Sim,2021-10
Empresa 24078,202308,Não,Sim,2023-08
Empresa 2408,202108,Sim,Sim,2021-08
Empresa 24081,202008,Não,Sim,2020-08
Empresa 24086,202209,Não,Sim,2022-09
Empresa 2409,202012,Sim,Sim,2020-12
Empresa 241,202309,Sim,Sim,2023-09
Empresa 2410,202109,Sim,Sim,2021-09
Empresa 24102,202110,Sim,Sim,2021-10
Empresa 24105,202105,Sim,Sim,2021-05
Empresa 24106,202306,Não,Sim,2023-06
Empresa 2411,202110,Sim,Sim,2021-10
Empresa 2412,202108,Sim,Sim,2021-08
Empresa 24125,202112,Não,Não,2021-12
Empresa 24126,202007,Não,Sim,2020-07
Empresa 2413,202202,Sim,Sim,2022-02
Empresa 2414,202211,Sim,Sim,2022-11
Empresa 24141,202004,Não,Sim,2020-04
Empresa 24143,202204,Não,Sim,2022-04
Empresa 24148,202006,Não,Sim,2020-06
Empresa 2415,202308,Não,Não,2023-08
Empresa 2416,202201,Sim,Sim,2022-01
Empresa 24162,202008,Não,Não,2020-08
Empresa 2417,202112,Sim,Sim,2021-12
Empresa 24172,202212,Não,Sim,2022-12
Empresa 24178,202308,Não,Sim,2023-08
Empresa 2418,202108,Sim,Sim,2021-08
Empresa 24182,202203,Não,Sim,2022-03
Empresa 2419,202111,Sim,Sim,2021-11
Empresa 24196,201906,Não,Não,2019-06
Empresa 242,202310,Sim,Sim,2023-10
Empresa 2420,202211,Sim,Sim,2022-11
Empresa 24200,202306,Não,Sim,2023-06
Empresa 24205,202002,Não,Não,2020-02
Empresa 24208,202012,Sim,Sim,2020-12
Empresa 2421,202201,Sim,Sim,2022-01
Empresa 2422,202203,Sim,Sim,2022-03
Empresa 24220,202110,Não,Sim,2021-10
Empresa 2423,202107,Sim,Sim,2021-07
Empresa 24230,202309,Não,Sim,2023-09
Empresa 24232,202104,Sim,Sim,2021-04
Empresa 24235,202102,Não,Sim,2021-02
Empresa 2424,202108,Sim,Sim,2021-08
Empresa 24241,202306,Não,Sim,2023-06
Empresa 2425,202204,Sim,Sim,2022-04
Empresa 24254,202304,Não,Sim,2023-04
Empresa 24258,202306,Não,Sim,2023-06
Empresa 2426,202111,Sim,Sim,2021-11
Empresa 24267,202012,Não,Sim,2020-12
Empresa 2427,202108,Sim,Sim,2021-08
Empresa 2428,202107,Sim,Sim,2021-07
Empresa 24280,202303,Não,Não,2023-03
Empresa 2429,202208,Sim,Sim,2022-08
Empresa 24295,202004,Não,Sim,2020-04
Empresa 243,202309,Não,Sim,2023-09
Empresa 2430,202208,Sim,Sim,2022-08
Empresa 2431,202211,Sim,Sim,2022-11
Empresa 24313,202001,Sim,Sim,2020-01
Empresa 2432,202110,Sim,Sim,2021-10
Empresa 2433,202105,Sim,Sim,2021-05
Empresa 24336,202008,Não,Não,2020-08
Empresa 24339,202109,Sim,Sim,2021-09
Empresa 2434,202204,Não,Não,2022-04
Empresa 24342,202011,Sim,Sim,2020-11
Empresa 24346,202307,Não,Sim,2023-07
Empresa 2435,202107,Sim,Sim,2021-07
Empresa 24350,202012,Sim,Sim,2020-12
Empresa 24351,202008,Não,Não,2020-08
Empresa 2436,202202,Sim,Sim,2022-02
Empresa 24361,202102,Não,Sim,2021-02
Empresa 2437,202203,Não,Sim,2022-03
Empresa 24371,202307,Não,Sim,2023-07
Empresa 2438,202208,Sim,Sim,2022-08
Empresa 24385,202101,Não,Não,2021-01
Empresa 2439,202310,Não,Não,2023-10
Empresa 244,202311,Sim,Sim,2023-11
Empresa 2440,202107,Sim,Sim,2021-07
Empresa 24407,202307,Não,Sim,2023-07
Empresa 2441,202208,Sim,Sim,2022-08
Empresa 2442,202207,Sim,Sim,2022-07
Empresa 2443,202206,Sim,Sim,2022-06
Empresa 24436,202308,Não,Não,2023-08
Empresa 2444,202105,Sim,Sim,2021-05
Empresa 24441,202102,Não,Sim,2021-02
Empresa 24445,202211,Não,Sim,2022-11
Empresa 2445,202205,Sim,Sim,2022-05
Empresa 24457,202102,Não,Não,2021-02
Empresa 2446,202112,Sim,Sim,2021-12
Empresa 24468,202204,Não,Não,2022-04
Empresa 2447,202110,Sim,Sim,2021-10
Empresa 24478,202302,Não,Sim,2023-02
Empresa 2448,202305,Não,Não,2023-05
Empresa 2449,202203,Sim,Sim,2022-03
Empresa 245,202308,Sim,Sim,2023-08
Empresa 2450,202109,Sim,Sim,2021-09
Empresa 24502,202008,Não,Sim,2020-08
Empresa 24503,202308,Não,Não,2023-08
Empresa 2451,202201,Não,Não,2022-01
Empresa 2452,202202,Sim,Sim,2022-02
Empresa 24520,202305,Não,Não,2023-05
Empresa 24528,202109,Não,Sim,2021-09
Empresa 2453,202108,Sim,Sim,2021-08
Empresa 2454,202204,Sim,Sim,2022-04
Empresa 24544,202012,Não,Sim,2020-12
Empresa 24547,202310,Não,Sim,2023-10
Empresa 2455,202107,Sim,Sim,2021-07
Empresa 2456,202107,Sim,Sim,2021-07
Empresa 2457,202107,Sim,Sim,2021-07
Empresa 24575,202309,Não,Sim,2023-09
Empresa 2458,202212,Sim,Sim,2022-12
Empresa 24585,202306,Não,Sim,2023-06
Empresa 2459,202203,Sim,Sim,2022-03
Empresa 2460,202107,Sim,Sim,2021-07
Empresa 2461,202107,Sim,Sim,2021-07
Empresa 24618,202009,Não,Sim,2020-09
Empresa 2462,202108,Sim,Sim,2021-08
Empresa 24621,201804,Sim,Sim,2018-04
Empresa 24627,202012,Não,Sim,2020-12
Empresa 2463,202101,Não,Sim,2021-01
Empresa 2464,202205,Sim,Sim,2022-05
Empresa 2465,202108,Sim,Sim,2021-08
Empresa 24650,202109,Não,Sim,2021-09
Empresa 24654,202012,Sim,Sim,2020-12
Empresa 24656,202111,Não,Sim,2021-11
Empresa 2466,202201,Sim,Sim,2022-01
Empresa 24660,202102,Não,Sim,2021-02
Empresa 2467,202106,Sim,Sim,2021-06
Empresa 24672,202307,Não,Sim,2023-07
Empresa 2468,202211,Não,Não,2022-11
Empresa 24682,202211,Não,Sim,2022-11
Empresa 2469,202107,Sim,Sim,2021-07
Empresa 247,202307,Não,Sim,2023-07
Empresa 2470,202206,Sim,Sim,2022-06
Empresa 2471,202208,Sim,Sim,2022-08
Empresa 24715,202307,Não,Sim,2023-07
Empresa 24716,202009,Não,Sim,2020-09
Empresa 2472,202106,Sim,Sim,2021-06
Empresa 24725,202104,Não,Sim,2021-04
Empresa 24726,202107,Sim,Sim,2021-07
Empresa 2473,202205,Sim,Sim,2022-05
Empresa 2474,202108,Sim,Sim,2021-08
Empresa 2475,202210,Sim,Sim,2022-10
Empresa 24753,202012,Não,Sim,2020-12
Empresa 2476,202105,Sim,Sim,2021-05
Empresa 2477,202208,Não,Não,2022-08
Empresa 24776,202012,Não,Sim,2020-12
Empresa 24778,202212,Não,Sim,2022-12
Empresa 24779,202307,Não,Sim,2023-07
Empresa 2478,202108,Sim,Sim,2021-08
Empresa 24783,202011,Não,Não,2020-11
Empresa 2479,202106,Sim,Sim,2021-06
Empresa 24797,202102,Não,Sim,2021-02
Empresa 248,202309,Sim,Sim,2023-09
Empresa 2480,202212,Sim,Sim,2022-12
Empresa 24805,202007,Não,Sim,2020-07
Empresa 2481,202205,Sim,Sim,2022-05
Empresa 24813,202006,Não,Sim,2020-06
Empresa 24816,202307,Não,Sim,2023-07
Empresa 2482,202202,Sim,Sim,2022-02
Empresa 24824,202007,Não,Não,2020-07
Empresa 24829,202103,Não,Sim,2021-03
Empresa 2483,202208,Não,Não,2022-08
Empresa 24835,202309,Não,Sim,2023-09
Empresa 24859,202211,Não,Sim,2022-11
Empresa 2486,202107,Sim,Sim,2021-07
Empresa 24862,202201,Sim,Sim,2022-01
Empresa 2487,202110,Sim,Sim,2021-10
Empresa 2488,202201,Sim,Sim,2022-01
Empresa 2489,202111,Sim,Sim,2021-11
Empresa 24894,202001,Não,Sim,2020-01
Empresa 24895,202104,Não,Sim,2021-04
Empresa 249,202309,Sim,Sim,2023-09
Empresa 2490,202208,Sim,Sim,2022-08
Empresa 2491,202201,Sim,Sim,2022-01
Empresa 24919,202305,Não,Sim,2023-05
Empresa 2492,202112,Sim,Sim,2021-12
Empresa 2493,202111,Sim,Sim,2021-11
Empresa 24938,202111,Sim,Sim,2021-11
Empresa 2494,202209,Sim,Sim,2022-09
Empresa 24944,202206,Não,Não,2022-06
Empresa 2495,202110,Sim,Sim,2021-10
Empresa 2496,202111,Sim,Sim,2021-11
Empresa 24960,202308,Não,Sim,2023-08
Empresa 24962,202102,Não,Não,2021-02
Empresa 24966,202307,Não,Sim,2023-07
Empresa 2497,202201,Sim,Sim,2022-01
Empresa 24975,202209,Não,Sim,2022-09
