MesAno,Empresa,Valor,Segmento,mes
202306,Empresa 347,1747093.318,Não Tiny,2023-06
202306,Empresa 348,3870602.0078,Não Tiny,2023-06
202306,Empresa 499,327544.475,Não Tiny,2023-06
202306,Empresa 349,24635.022,Tiny,2023-06
202306,Empresa 350,12322.405999999999,Tiny,2023-06
202306,Empresa 351,579535.9422,Não Tiny,2023-06
202306,Empresa 352,1819887.2545999999,Tiny,2023-06
202306,Empresa 353,4736041.55,Tiny,2023-06
202306,Empresa 500,428802.0,Não Tiny,2023-06
202306,Empresa 354,53100.141200000005,Tiny,2023-06
202306,Empresa 491,32137.650800000003,Tiny,2023-06
202306,Empresa 355,532309.2492000001,Não Tiny,2023-06
202306,Empresa 357,154000.1176,Tiny,2023-06
202306,Empresa 358,97502.0988,Tiny,2023-06
202306,Empresa 448,9390.7638,Não Tiny,2023-06
202306,Empresa 359,1252004.7232,Não Tiny,2023-06
202306,Empresa 360,102195.585,Não Tiny,2023-06
202306,Empresa 361,14872.3628,Tiny,2023-06
202306,Empresa 449,6817.044000000001,Não Tiny,2023-06
202306,Empresa 362,397772.4704,Tiny,2023-06
202306,Empresa 364,344786.56960000005,Tiny,2023-06
202306,Empresa 450,774708.332,Não Tiny,2023-06
202306,Empresa 365,33844.8132,Não Tiny,2023-06
202306,Empresa 366,38293.14,Não Tiny,2023-06
202306,Empresa 367,107813.71,Não Tiny,2023-06
202306,Empresa 371,75271.7678,Não Tiny,2023-06
202306,Empresa 372,382144.99600000004,Não Tiny,2023-06
202306,Empresa 484,384366.6496,Não Tiny,2023-06
202306,Empresa 373,258876.7742,Não Tiny,2023-06
202306,Empresa 374,72314.28,Não Tiny,2023-06
202306,Empresa 375,156738.79,Não Tiny,2023-06
202306,Empresa 376,91168.02219999999,Tiny,2023-06
202306,Empresa 377,348845.29,Não Tiny,2023-06
202306,Empresa 379,44378.1056,Não Tiny,2023-06
202306,Empresa 485,2807.06,Tiny,2023-06
202306,Empresa 381,287363.55600000004,Tiny,2023-06
202306,Empresa 493,8128.637,Não Tiny,2023-06
202306,Empresa 452,67876.74,Não Tiny,2023-06
202306,Empresa 383,97973.87,Não Tiny,2023-06
202306,Empresa 385,1591623.3654,Tiny,2023-06
202306,Empresa 386,116067.8726,Não Tiny,2023-06
202306,Empresa 387,46866.687999999995,Não Tiny,2023-06
202306,Empresa 388,1451105.9468,Não Tiny,2023-06
202306,Empresa 389,180898.2316,Não Tiny,2023-06
202306,Empresa 390,513145.32420000003,Não Tiny,2023-06
202306,Empresa 391,396672.98219999997,Não Tiny,2023-06
202306,Empresa 476,346049.8,Não Tiny,2023-06
202306,Empresa 392,518034.4146,Tiny,2023-06
202306,Empresa 393,229704.9416,Tiny,2023-06
202306,Empresa 455,9196.993,Tiny,2023-06
202306,Empresa 395,39799.5362,Tiny,2023-06
202306,Empresa 495,228429.46480000002,Tiny,2023-06
202306,Empresa 501,20347.18,Tiny,2023-06
202306,Empresa 396,102545.8,Tiny,2023-06
202306,Empresa 457,47301.755600000004,Não Tiny,2023-06
202306,Empresa 399,10650.3274,Não Tiny,2023-06
202306,Empresa 502,509644.349,Não Tiny,2023-06
202306,Empresa 400,311885.9218,Tiny,2023-06
202306,Empresa 458,12612.19,Não Tiny,2023-06
202306,Empresa 459,74359.3576,Tiny,2023-06
202306,Empresa 402,69761.76,Tiny,2023-06
202306,Empresa 460,87896.61360000001,Não Tiny,2023-06
202306,Empresa 403,72023.71280000001,Não Tiny,2023-06
202306,Empresa 404,228083.86000000002,Não Tiny,2023-06
202306,Empresa 487,210811.3808,Não Tiny,2023-06
202306,Empresa 488,60339.543600000005,Não Tiny,2023-06
202306,Empresa 461,27869.015,Não Tiny,2023-06
202306,Empresa 406,23123.9444,Não Tiny,2023-06
202306,Empresa 463,210396.3204,Não Tiny,2023-06
202306,Empresa 409,80196.12,Não Tiny,2023-06
202306,Empresa 478,22476.416,Tiny,2023-06
202306,Empresa 410,19071.4896,Tiny,2023-06
202306,Empresa 411,212327.9764,Não Tiny,2023-06
202306,Empresa 412,24491.1624,Não Tiny,2023-06
202306,Empresa 413,99959.727,Não Tiny,2023-06
202306,Empresa 415,1753541.3502,Tiny,2023-06
202306,Empresa 417,54690.6068,Não Tiny,2023-06
202306,Empresa 418,98450.02,Não Tiny,2023-06
202306,Empresa 489,126564.2834,Não Tiny,2023-06
202306,Empresa 419,236818.32,Tiny,2023-06
202306,Empresa 496,117489.1492,Não Tiny,2023-06
202306,Empresa 420,65705.7096,Tiny,2023-06
202306,Empresa 421,271150.07,Não Tiny,2023-06
202306,Empresa 422,49441.2266,Não Tiny,2023-06
202306,Empresa 503,26906.693600000002,Não Tiny,2023-06
202306,Empresa 465,14971.2774,Tiny,2023-06
202306,Empresa 426,89744.04000000001,Tiny,2023-06
202306,Empresa 427,1273961.753,Tiny,2023-06
202306,Empresa 428,461719.6646,Tiny,2023-06
202306,Empresa 429,264103.584,Tiny,2023-06
202306,Empresa 430,1870157.0,Tiny,2023-06
202306,Empresa 431,2405892.0372,Tiny,2023-06
202306,Empresa 432,560692.9156000001,Não Tiny,2023-06
202306,Empresa 433,57399.5532,Não Tiny,2023-06
202306,Empresa 435,3350846.9918,Não Tiny,2023-06
202306,Empresa 436,571690.699,Tiny,2023-06
202306,Empresa 437,135000.362,Não Tiny,2023-06
202306,Empresa 438,90208.22839999999,Tiny,2023-06
202306,Empresa 439,211080.24980000002,Tiny,2023-06
202306,Empresa 441,411944.154,Não Tiny,2023-06
202307,Empresa 340,4670230.5,Não Tiny,2023-07
202307,Empresa 341,572968.65,Não Tiny,2023-07
202307,Empresa 504,59076.25980000001,Não Tiny,2023-07
202307,Empresa 472,1030452.8224,Não Tiny,2023-07
202307,Empresa 343,321247.6716,Não Tiny,2023-07
202307,Empresa 482,35028.9582,Tiny,2023-07
202307,Empresa 344,176633.85,Não Tiny,2023-07
202307,Empresa 345,101389.4052,Não Tiny,2023-07
202307,Empresa 505,577254.0,Não Tiny,2023-07
202307,Empresa 446,36650.2,Não Tiny,2023-07
202307,Empresa 447,5099111.087,Não Tiny,2023-07
202307,Empresa 346,123025.5366,Tiny,2023-07
202307,Empresa 347,1790025.9034000002,Não Tiny,2023-07
202307,Empresa 348,3660684.1692,Não Tiny,2023-07
202307,Empresa 349,39605.872200000005,Não Tiny,2023-07
202307,Empresa 350,7247.0564,Tiny,2023-07
202307,Empresa 351,958541.8014,Não Tiny,2023-07
202307,Empresa 352,1387689.068,Não Tiny,2023-07
202307,Empresa 353,6291197.468,Não Tiny,2023-07
202307,Empresa 354,18575.2612,Não Tiny,2023-07
202307,Empresa 491,17649.162800000002,Tiny,2023-07
202307,Empresa 355,360737.1674,Não Tiny,2023-07
202307,Empresa 356,59649.1528,Não Tiny,2023-07
202307,Empresa 357,182439.7116,Não Tiny,2023-07
202307,Empresa 506,15398.78,Não Tiny,2023-07
202307,Empresa 358,206291.9074,Tiny,2023-07
202307,Empresa 448,2805.3512,Não Tiny,2023-07
202307,Empresa 359,1028183.0020000001,Não Tiny,2023-07
202307,Empresa 360,87042.0,Não Tiny,2023-07
202307,Empresa 507,157667.7008,Tiny,2023-07
202307,Empresa 449,46261.844,Tiny,2023-07
202307,Empresa 362,901458.7143999999,Tiny,2023-07
202307,Empresa 364,570368.4615999999,Tiny,2023-07
202307,Empresa 450,761022.3570000001,Tiny,2023-07
202307,Empresa 365,150447.8606,Tiny,2023-07
202307,Empresa 366,11730.2,Não Tiny,2023-07
202307,Empresa 367,211708.928,Não Tiny,2023-07
202307,Empresa 370,6218.4834,Não Tiny,2023-07
202307,Empresa 508,401328.2162,Não Tiny,2023-07
202307,Empresa 371,65906.369,Tiny,2023-07
202307,Empresa 372,308478.005,Não Tiny,2023-07
202307,Empresa 484,143807.8198,Não Tiny,2023-07
202307,Empresa 373,32240.9798,Não Tiny,2023-07
202307,Empresa 375,171271.244,Não Tiny,2023-07
202307,Empresa 376,313771.547,Não Tiny,2023-07
202307,Empresa 377,374639.3412,Não Tiny,2023-07
202307,Empresa 378,13985.620200000001,Não Tiny,2023-07
202307,Empresa 379,149186.784,Não Tiny,2023-07
202307,Empresa 509,90457.286,Não Tiny,2023-07
202307,Empresa 381,752467.855,Não Tiny,2023-07
202307,Empresa 493,600859.4344,Não Tiny,2023-07
202307,Empresa 382,217958.152,Tiny,2023-07
202307,Empresa 452,153341.571,Não Tiny,2023-07
202307,Empresa 383,177982.2,Tiny,2023-07
202307,Empresa 510,115756.4082,Tiny,2023-07
202307,Empresa 385,995257.8614,Tiny,2023-07
202307,Empresa 386,12436.86,Não Tiny,2023-07
202307,Empresa 387,39212.527799999996,Não Tiny,2023-07
202307,Empresa 389,335756.3982,Não Tiny,2023-07
202307,Empresa 511,32675.549,Não Tiny,2023-07
202307,Empresa 390,291179.8404,Não Tiny,2023-07
202307,Empresa 475,54112.0,Não Tiny,2023-07
202307,Empresa 391,424530.0,Não Tiny,2023-07
202307,Empresa 476,320417.8,Não Tiny,2023-07
202307,Empresa 512,195689.42640000003,Tiny,2023-07
202307,Empresa 513,130463.32,Não Tiny,2023-07
202307,Empresa 392,311187.9304,Não Tiny,2023-07
202307,Empresa 393,69757.0608,Não Tiny,2023-07
202307,Empresa 514,15130.0,Tiny,2023-07
202307,Empresa 455,9196.993,Não Tiny,2023-07
202307,Empresa 394,40050.0,Não Tiny,2023-07
202307,Empresa 395,66750.0,Tiny,2023-07
202307,Empresa 495,301376.072,Tiny,2023-07
202307,Empresa 501,44925.7226,Tiny,2023-07
202307,Empresa 486,175373.3964,Não Tiny,2023-07
202307,Empresa 396,404237.2168,Tiny,2023-07
202307,Empresa 457,7133.9908000000005,Tiny,2023-07
202307,Empresa 399,712.0,Tiny,2023-07
202307,Empresa 400,821711.368,Tiny,2023-07
202307,Empresa 458,5208.28,Tiny,2023-07
202307,Empresa 459,4505.2868,Não Tiny,2023-07
202307,Empresa 402,235451.19100000002,Não Tiny,2023-07
202307,Empresa 403,186540.61800000002,Não Tiny,2023-07
202307,Empresa 404,297041.06,Tiny,2023-07
202307,Empresa 487,140712.115,Não Tiny,2023-07
202307,Empresa 405,12559.68,Tiny,2023-07
202307,Empresa 461,16812.278000000002,Não Tiny,2023-07
202307,Empresa 409,90728.54019999999,Não Tiny,2023-07
202307,Empresa 478,30040.347999999998,Não Tiny,2023-07
202307,Empresa 410,33375.6052,Não Tiny,2023-07
202307,Empresa 411,30003.0392,Não Tiny,2023-07
202307,Empresa 413,150129.47199999998,Não Tiny,2023-07
202307,Empresa 415,1674086.4756,Não Tiny,2023-07
202307,Empresa 416,200684.5336,Não Tiny,2023-07
202307,Empresa 417,254401.51600000003,Não Tiny,2023-07
202307,Empresa 418,24895.613999999998,Não Tiny,2023-07
202307,Empresa 489,786152.8954,Não Tiny,2023-07
202307,Empresa 515,153886.2866,Tiny,2023-07
202307,Empresa 419,93861.2868,Não Tiny,2023-07
202307,Empresa 496,87426.96059999999,Não Tiny,2023-07
202307,Empresa 420,16967.0846,Tiny,2023-07
202307,Empresa 421,173921.5394,Tiny,2023-07
202307,Empresa 422,57697.187000000005,Tiny,2023-07
202307,Empresa 503,169504.2558,Não Tiny,2023-07
202307,Empresa 464,14141.4948,Não Tiny,2023-07
202307,Empresa 516,196085.5654,Não Tiny,2023-07
202307,Empresa 426,71119.6152,Não Tiny,2023-07
202307,Empresa 517,173989.3218,Não Tiny,2023-07
202307,Empresa 427,893920.2364,Tiny,2023-07
202307,Empresa 466,3573514.9526,Não Tiny,2023-07
202307,Empresa 428,904496.6048,Não Tiny,2023-07
202307,Empresa 430,1012472.9,Não Tiny,2023-07
202307,Empresa 431,1865426.2584000002,Não Tiny,2023-07
202307,Empresa 432,488295.4918,Não Tiny,2023-07
202307,Empresa 518,14562.8742,Não Tiny,2023-07
202307,Empresa 433,167452.34300000002,Não Tiny,2023-07
202307,Empresa 435,967426.2620000001,Não Tiny,2023-07
202307,Empresa 436,953789.86,Tiny,2023-07
202307,Empresa 437,107706.4116,Tiny,2023-07
202307,Empresa 438,872727.0758,Tiny,2023-07
202307,Empresa 439,305721.7818,Não Tiny,2023-07
202307,Empresa 443,177181.2,Tiny,2023-07
202308,Empresa 340,4992921.36,Tiny,2023-08
202308,Empresa 341,1492729.36,Não Tiny,2023-08
202308,Empresa 342,1036341.988,Não Tiny,2023-08
202308,Empresa 472,637465.8464,Não Tiny,2023-08
202308,Empresa 343,371022.7906,Tiny,2023-08
202308,Empresa 482,116489.9106,Não Tiny,2023-08
202308,Empresa 344,95238.9,Tiny,2023-08
202308,Empresa 345,37517.0956,Não Tiny,2023-08
202308,Empresa 505,200784.0,Não Tiny,2023-08
202308,Empresa 446,68335.5528,Não Tiny,2023-08
202308,Empresa 447,724351.865,Não Tiny,2023-08
202308,Empresa 346,30877.9804,Não Tiny,2023-08
202308,Empresa 519,11961.6,Não Tiny,2023-08
202308,Empresa 347,2063558.5924000002,Não Tiny,2023-08
202308,Empresa 348,4910997.393999999,Não Tiny,2023-08
202308,Empresa 349,18455.128999999997,Não Tiny,2023-08
202308,Empresa 350,759.9888,Não Tiny,2023-08
202308,Empresa 351,297751.4224,Não Tiny,2023-08
202308,Empresa 352,1538638.675,Tiny,2023-08
202308,Empresa 353,3484025.6840000004,Não Tiny,2023-08
202308,Empresa 354,35538.412000000004,Tiny,2023-08
202308,Empresa 491,22830.547,Tiny,2023-08
202308,Empresa 520,2629.416,Tiny,2023-08
202308,Empresa 355,450902.6046,Não Tiny,2023-08
202308,Empresa 356,58453.5268,Não Tiny,2023-08
202308,Empresa 357,116457.2654,Não Tiny,2023-08
202308,Empresa 506,2751.88,Não Tiny,2023-08
202308,Empresa 358,203756.3686,Não Tiny,2023-08
202308,Empresa 448,1107.3736000000001,Não Tiny,2023-08
202308,Empresa 359,635069.3256000001,Não Tiny,2023-08
202308,Empresa 360,38757.72,Tiny,2023-08
202308,Empresa 361,75011.247,Não Tiny,2023-08
202308,Empresa 507,347798.9882,Não Tiny,2023-08
202308,Empresa 449,25070.944,Não Tiny,2023-08
202308,Empresa 362,400031.4328,Tiny,2023-08
202308,Empresa 363,108394.6842,Não Tiny,2023-08
202308,Empresa 364,560845.5862,Não Tiny,2023-08
202308,Empresa 521,10744.9522,Não Tiny,2023-08
202308,Empresa 450,304263.5168,Tiny,2023-08
202308,Empresa 365,134973.8756,Tiny,2023-08
202308,Empresa 366,77432.67,Tiny,2023-08
202308,Empresa 522,343097.848,Tiny,2023-08
202308,Empresa 367,259712.59100000001,Não Tiny,2023-08
202308,Empresa 372,77624.91,Não Tiny,2023-08
202308,Empresa 484,201548.8482,Não Tiny,2023-08
202308,Empresa 373,600797.7218,Não Tiny,2023-08
202308,Empresa 375,1427.204,Tiny,2023-08
202308,Empresa 376,94822.27320000001,Não Tiny,2023-08
202308,Empresa 377,551939.196,Não Tiny,2023-08
202308,Empresa 379,208892.167,Não Tiny,2023-08
202308,Empresa 380,239317.0484,Não Tiny,2023-08
202308,Empresa 451,121062.42800000001,Não Tiny,2023-08
202308,Empresa 485,62457.156200000005,Não Tiny,2023-08
202308,Empresa 381,916692.9512,Não Tiny,2023-08
202308,Empresa 493,1300267.1804000002,Não Tiny,2023-08
202308,Empresa 452,16639.44,Não Tiny,2023-08
202308,Empresa 383,121111.2,Não Tiny,2023-08
202308,Empresa 510,105038.601,Não Tiny,2023-08
202308,Empresa 523,540155.7562,Tiny,2023-08
202308,Empresa 385,971281.7776000001,Não Tiny,2023-08
202308,Empresa 386,35057.527200000004,Não Tiny,2023-08
202308,Empresa 387,123386.57400000001,Não Tiny,2023-08
202308,Empresa 388,1661836.7114000001,Tiny,2023-08
202308,Empresa 389,343498.36579999997,Não Tiny,2023-08
202308,Empresa 511,67556.7316,Não Tiny,2023-08
202308,Empresa 390,406210.418,Tiny,2023-08
202308,Empresa 524,173773.568,Tiny,2023-08
202308,Empresa 391,571558.0,Não Tiny,2023-08
202308,Empresa 476,398453.0,Não Tiny,2023-08
202308,Empresa 392,468082.4348,Não Tiny,2023-08
202308,Empresa 494,197249.00900000002,Não Tiny,2023-08
202308,Empresa 393,234137.64,Não Tiny,2023-08
202308,Empresa 455,147850.09300000002,Não Tiny,2023-08
202308,Empresa 394,46280.0,Tiny,2023-08
202308,Empresa 395,53400.0,Não Tiny,2023-08
202308,Empresa 495,571380.0,Não Tiny,2023-08
202308,Empresa 486,25601.0992,Não Tiny,2023-08
202308,Empresa 396,179197.851,Tiny,2023-08
202308,Empresa 525,45026.0078,Não Tiny,2023-08
202308,Empresa 457,173436.7208,Não Tiny,2023-08
202308,Empresa 502,316108.776,Não Tiny,2023-08
202308,Empresa 400,442702.53620000003,Não Tiny,2023-08
202308,Empresa 458,5686.833,Tiny,2023-08
202308,Empresa 459,45900.9668,Tiny,2023-08
202308,Empresa 402,79969.70400000001,Não Tiny,2023-08
202308,Empresa 460,55732.334,Não Tiny,2023-08
202308,Empresa 403,76492.8834,Tiny,2023-08
202308,Empresa 404,246181.12,Tiny,2023-08
202308,Empresa 487,144842.7652,Não Tiny,2023-08
202308,Empresa 463,1163484.1840000001,Não Tiny,2023-08
202308,Empresa 409,91245.3632,Não Tiny,2023-08
202308,Empresa 410,119538.1784,Não Tiny,2023-08
202308,Empresa 411,47039.17,Tiny,2023-08
202308,Empresa 526,131961.3146,Não Tiny,2023-08
202308,Empresa 413,93994.413,Não Tiny,2023-08
202308,Empresa 415,10040627.4888,Não Tiny,2023-08
202308,Empresa 416,69910.924,Não Tiny,2023-08
202308,Empresa 479,941.62,Não Tiny,2023-08
202308,Empresa 417,59115.22400000001,Não Tiny,2023-08
202308,Empresa 489,198619.2886,Não Tiny,2023-08
202308,Empresa 515,151780.8492,Não Tiny,2023-08
202308,Empresa 419,103510.1862,Não Tiny,2023-08
202308,Empresa 496,39056.315,Não Tiny,2023-08
202308,Empresa 420,59659.654800000004,Não Tiny,2023-08
202308,Empresa 527,51562.3992,Tiny,2023-08
202308,Empresa 421,266240.29600000003,Não Tiny,2023-08
202308,Empresa 422,78335.2724,Não Tiny,2023-08
202308,Empresa 503,14966.5604,Não Tiny,2023-08
202308,Empresa 528,92000.4392,Não Tiny,2023-08
202308,Empresa 464,50565.973,Não Tiny,2023-08
202308,Empresa 465,11198.7632,Não Tiny,2023-08
202308,Empresa 516,159143.1428,Tiny,2023-08
202308,Empresa 426,95288.2238,Não Tiny,2023-08
202308,Empresa 529,125552.47800000002,Não Tiny,2023-08
202308,Empresa 530,10148.8302,Tiny,2023-08
202308,Empresa 427,1888459.8856000002,Tiny,2023-08
202308,Empresa 429,144571.867,Não Tiny,2023-08
202308,Empresa 430,674575.5,Tiny,2023-08
202308,Empresa 431,1637356.2112,Não Tiny,2023-08
202308,Empresa 432,384798.2996,Não Tiny,2023-08
202308,Empresa 433,136613.22,Não Tiny,2023-08
202308,Empresa 435,1857572.7915999999,Não Tiny,2023-08
202308,Empresa 436,882882.5632,Não Tiny,2023-08
202308,Empresa 531,26700.0,Não Tiny,2023-08
202308,Empresa 439,211216.7936,Não Tiny,2023-08
202308,Empresa 441,1188873.2674,Não Tiny,2023-08
202308,Empresa 443,177181.2,Não Tiny,2023-08
202309,Empresa 340,7195477.34,Não Tiny,2023-09
202309,Empresa 341,308598.6,Não Tiny,2023-09
202309,Empresa 343,221179.4358,Não Tiny,2023-09
202309,Empresa 482,197040.2328,Tiny,2023-09
202309,Empresa 344,13973.0,Não Tiny,2023-09
202309,Empresa 345,161778.9668,Não Tiny,2023-09
202309,Empresa 447,7146818.8506000005,Tiny,2023-09
202309,Empresa 346,85059.08,Tiny,2023-09
202309,Empresa 347,5733.202,Tiny,2023-09
202309,Empresa 348,5145298.8474,Tiny,2023-09
202309,Empresa 349,113173.8062,Tiny,2023-09
202309,Empresa 350,2300.739,Não Tiny,2023-09
202309,Empresa 351,337432.3038,Não Tiny,2023-09
202309,Empresa 352,1170766.8582,Tiny,2023-09
202309,Empresa 353,5835108.78,Tiny,2023-09
202309,Empresa 354,32079.8008,Não Tiny,2023-09
202309,Empresa 491,7767.2080000000005,Não Tiny,2023-09
202309,Empresa 520,57532.804,Não Tiny,2023-09
202309,Empresa 355,462007.9178,Não Tiny,2023-09
202309,Empresa 357,228369.639,Tiny,2023-09
202309,Empresa 448,1895.1126000000002,Tiny,2023-09
202309,Empresa 359,927522.0262,Não Tiny,2023-09
202309,Empresa 360,6885.04,Não Tiny,2023-09
202309,Empresa 361,257431.68120000002,Não Tiny,2023-09
202309,Empresa 507,318232.3516,Não Tiny,2023-09
202309,Empresa 449,38465.443999999996,Não Tiny,2023-09
202309,Empresa 362,146934.728,Não Tiny,2023-09
202309,Empresa 363,342981.8454,Não Tiny,2023-09
202309,Empresa 364,464835.2342,Não Tiny,2023-09
202309,Empresa 521,472027.8048,Não Tiny,2023-09
202309,Empresa 450,298222.5884,Não Tiny,2023-09
202309,Empresa 365,80212.2112,Não Tiny,2023-09
202309,Empresa 366,21837.04,Não Tiny,2023-09
202309,Empresa 532,681384.0,Não Tiny,2023-09
202309,Empresa 522,71377.466,Não Tiny,2023-09
202309,Empresa 367,1372799.3858,Não Tiny,2023-09
202309,Empresa 368,75550.2488,Não Tiny,2023-09
202309,Empresa 371,2567.383,Não Tiny,2023-09
202309,Empresa 372,119322.3,Tiny,2023-09
202309,Empresa 484,202005.5606,Não Tiny,2023-09
202309,Empresa 373,302189.4608,Não Tiny,2023-09
202309,Empresa 375,26175.256,Tiny,2023-09
202309,Empresa 376,313323.1472,Tiny,2023-09
202309,Empresa 377,391209.9308,Não Tiny,2023-09
202309,Empresa 378,291415.5124,Não Tiny,2023-09
202309,Empresa 379,34019.538,Não Tiny,2023-09
202309,Empresa 485,37928.952000000005,Não Tiny,2023-09
202309,Empresa 381,564613.686,Não Tiny,2023-09
202309,Empresa 493,654340.816,Não Tiny,2023-09
202309,Empresa 452,42580.448,Não Tiny,2023-09
202309,Empresa 383,173016.0,Não Tiny,2023-09
202309,Empresa 510,28183.452,Não Tiny,2023-09
202309,Empresa 523,512432.3986,Não Tiny,2023-09
202309,Empresa 385,1493985.7018000002,Não Tiny,2023-09
202309,Empresa 386,25218.1144,Não Tiny,2023-09
202309,Empresa 387,21158.504,Não Tiny,2023-09
202309,Empresa 388,832579.6386,Tiny,2023-09
202309,Empresa 533,30117.600000000002,Não Tiny,2023-09
202309,Empresa 389,175250.6832,Tiny,2023-09
202309,Empresa 511,186726.62800000003,Tiny,2023-09
202309,Empresa 390,472079.8698,Tiny,2023-09
202309,Empresa 524,42720.0,Tiny,2023-09
202309,Empresa 475,9723.25,Tiny,2023-09
202309,Empresa 391,334385.46,Não Tiny,2023-09
202309,Empresa 476,245648.9,Tiny,2023-09
202309,Empresa 512,15987.960000000001,Tiny,2023-09
202309,Empresa 392,659061.4294,Não Tiny,2023-09
202309,Empresa 393,77442.4956,Não Tiny,2023-09
202309,Empresa 534,357290.5,Não Tiny,2023-09
202309,Empresa 395,56070.0,Não Tiny,2023-09
202309,Empresa 495,671107.704,Tiny,2023-09
202309,Empresa 396,116486.76,Tiny,2023-09
202309,Empresa 398,51442.0,Tiny,2023-09
202309,Empresa 399,21320.8578,Não Tiny,2023-09
202309,Empresa 400,62717.4812,Não Tiny,2023-09
202309,Empresa 458,2741.1110000000003,Não Tiny,2023-09
202309,Empresa 401,253065.8218,Tiny,2023-09
202309,Empresa 459,25497.2184,Não Tiny,2023-09
202309,Empresa 402,50863.5,Não Tiny,2023-09
202309,Empresa 403,95047.24740000001,Não Tiny,2023-09
202309,Empresa 404,192512.34,Não Tiny,2023-09
202309,Empresa 487,146664.435,Não Tiny,2023-09
202309,Empresa 461,11606.3654,Não Tiny,2023-09
202309,Empresa 463,417199.7286,Não Tiny,2023-09
202309,Empresa 409,85887.63440000001,Não Tiny,2023-09
202309,Empresa 478,3018.0968,Não Tiny,2023-09
202309,Empresa 410,44038.6596,Não Tiny,2023-09
202309,Empresa 411,61608.434400000006,Não Tiny,2023-09
202309,Empresa 526,8776.5214,Tiny,2023-09
202309,Empresa 413,178723.9082,Não Tiny,2023-09
202309,Empresa 535,196572.5912,Não Tiny,2023-09
202309,Empresa 415,8157368.2114,Não Tiny,2023-09
202309,Empresa 416,15137.12,Tiny,2023-09
202309,Empresa 417,8950.196,Não Tiny,2023-09
202309,Empresa 418,99881.10440000001,Não Tiny,2023-09
202309,Empresa 489,205234.6586,Não Tiny,2023-09
202309,Empresa 536,176665.0,Tiny,2023-09
202309,Empresa 515,151780.8492,Tiny,2023-09
202309,Empresa 496,169696.3178,Tiny,2023-09
202309,Empresa 420,8552.8466,Não Tiny,2023-09
202309,Empresa 527,98738.73599999999,Não Tiny,2023-09
202309,Empresa 421,236157.12120000002,Não Tiny,2023-09
202309,Empresa 422,113300.1328,Não Tiny,2023-09
202309,Empresa 503,6082.455800000001,Não Tiny,2023-09
202309,Empresa 528,36204.559199999996,Não Tiny,2023-09
202309,Empresa 426,55384.5042,Não Tiny,2023-09
202309,Empresa 529,446067.8042,Tiny,2023-09
202309,Empresa 530,22962.0,Não Tiny,2023-09
202309,Empresa 427,1715566.6878,Não Tiny,2023-09
202309,Empresa 466,4816560.3127999995,Tiny,2023-09
202309,Empresa 429,412782.9612,Não Tiny,2023-09
202309,Empresa 430,3763320.5,Não Tiny,2023-09
202309,Empresa 433,108670.2816,Tiny,2023-09
202309,Empresa 435,1579815.5752,Não Tiny,2023-09
202309,Empresa 436,1866861.686,Tiny,2023-09
202309,Empresa 531,227128.0,Tiny,2023-09
202309,Empresa 537,34510.64,Tiny,2023-09
202309,Empresa 439,254304.89760000003,Tiny,2023-09
202309,Empresa 480,11741474.52,Tiny,2023-09
202309,Empresa 443,59060.4,Não Tiny,2023-09
202310,Empresa 340,2134932.0,Não Tiny,2023-10
202310,Empresa 445,81826.6,Tiny,2023-10
202310,Empresa 342,193841.2524,Tiny,2023-10
202310,Empresa 343,52910.820400000004,Não Tiny,2023-10
202310,Empresa 345,91595.3646,Não Tiny,2023-10
202310,Empresa 473,74944.55040000001,Não Tiny,2023-10
202310,Empresa 538,120191.15359999999,Não Tiny,2023-10
202310,Empresa 347,1770933.57,Tiny,2023-10
202310,Empresa 348,3972328.7051999997,Tiny,2023-10
202310,Empresa 349,81967.9676,Não Tiny,2023-10
202310,Empresa 350,13577.893399999999,Não Tiny,2023-10
202310,Empresa 351,153116.86380000002,Não Tiny,2023-10
202310,Empresa 353,2643273.3,Não Tiny,2023-10
202310,Empresa 354,24816.315,Não Tiny,2023-10
202310,Empresa 491,41864.3006,Não Tiny,2023-10
202310,Empresa 355,107133.0202,Não Tiny,2023-10
202310,Empresa 356,59007.0,Não Tiny,2023-10
202310,Empresa 357,214068.6384,Não Tiny,2023-10
202310,Empresa 506,33503.872,Não Tiny,2023-10
202310,Empresa 358,31119.74,Não Tiny,2023-10
202310,Empresa 448,1395.3953999999999,Não Tiny,2023-10
202310,Empresa 359,1406853.8295999998,Não Tiny,2023-10
202310,Empresa 360,61765.6084,Não Tiny,2023-10
202310,Empresa 361,77814.6046,Tiny,2023-10
202310,Empresa 507,341557.43600000005,Não Tiny,2023-10
202310,Empresa 449,36507.443999999996,Não Tiny,2023-10
202310,Empresa 362,112240.2318,Não Tiny,2023-10
202310,Empresa 364,366332.5796,Tiny,2023-10
202310,Empresa 365,34941.6848,Tiny,2023-10
202310,Empresa 366,81875.55,Tiny,2023-10
202310,Empresa 532,516912.0,Tiny,2023-10
202310,Empresa 522,378452.9378,Não Tiny,2023-10
202310,Empresa 367,341477.87,Não Tiny,2023-10
202310,Empresa 368,10959.460000000001,Não Tiny,2023-10
202310,Empresa 371,15049.7576,Não Tiny,2023-10
202310,Empresa 372,95254.92,Não Tiny,2023-10
202310,Empresa 484,60862.65,Não Tiny,2023-10
